PolicyID,Region,Type,Coverage,Premium,Claimed
KAG00259,Arizona,Basic,100000.0,5000.0,1
KAG00260,Oregon,Extended,116514.40000000001,5000.0,0
KAG00261,California,Extended,100000.0,5000.0,1
KAG00262,Oregon,Extended,100000.0,5000.0,0
KAG00263,Oregon,Basic,100000.0,5000.0,0
KAG00264,Washington,Basic,115402.09999999999,5000.0,0
KAG00265,California,Premium,110921.29999999999,5000.0,0
KAG00266,California,Extended,100000.0,5000.0,1
KAG00267,Washington,Basic,100000.0,5000.0,0
KAG00268,Arizona,Basic,110218.2,5000.0,0
KAG00269,Nevada,Extended,100000.0,5000.0,0
KAG00270,California,Basic,100000.0,5000.0,0
KAG00271,California,Basic,100000.0,5000.0,0
KAG00272,Arizona,Basic,100000.0,5000.0,0
KAG00273,Oregon,Extended,100000.0,5000.0,1
KAG00274,Arizona,Basic,100000.0,5000.0,0
KAG00275,California,Basic,100000.0,5000.0,0
KAG00276,Oregon,Extended,100000.0,5000.0,0
KAG00277,Washington,Extended,100000.0,5000.0,1
KAG00278,Nevada,Basic,162714.0,5000.0,0
KAG00279,Arizona,Extended,143297.7,5000.0,0
KAG00280,California,Basic,166614.8,5000.0,0
KAG00281,Nevada,Basic,100000.0,5000.0,1
KAG00282,Oregon,Basic,100000.0,5000.0,0
KAG00283,Washington,Basic,100000.0,5000.0,1
KAG00284,Oregon,Basic,100000.0,5000.0,0
KAG00285,California,Basic,100000.0,5000.0,0
KAG00286,California,Basic,100000.0,5000.0,1
KAG00287,California,Basic,100000.0,5000.0,0
KAG00288,California,Extended,198766.0,5000.0,0
KAG00289,California,Basic,100000.0,5000.0,0
KAG00290,California,Extended,100000.0,5000.0,0
KAG00291,California,Basic,100000.0,5000.0,0
KAG00292,California,Basic,100000.0,5000.0,1
KAG00293,California,Premium,110195.3,5000.0,0
KAG00294,Arizona,Basic,109617.70000000001,5000.0,0
KAG00295,Oregon,Extended,117075.1,5000.0,0
KAG00296,California,Basic,100000.0,5000.0,0
KAG00297,Washington,Basic,100000.0,5000.0,0
KAG00298,Oregon,Basic,100000.0,5000.0,0
KAG00299,Arizona,Basic,467253.6,5000.0,1
KAG00300,California,Basic,100000.0,5000.0,0
KAG00301,Oregon,Basic,116223.6,5000.0,1
KAG00302,Washington,Basic,111452.8,5000.0,0
KAG00303,Oregon,Extended,100000.0,5000.0,0
KAG00304,Arizona,Basic,303761.89999999997,5000.0,0
KAG00305,California,Extended,105842.2,5000.0,1
KAG00306,Arizona,Extended,100000.0,5000.0,0
KAG00307,Nevada,Basic,100000.0,5000.0,1
KAG00308,Oregon,Extended,123015.59999999999,5000.0,0
KAG00309,California,Basic,171881.30000000002,5000.0,1
KAG00310,California,Basic,100000.0,5000.0,0
KAG00311,Nevada,Basic,100000.0,5000.0,0
KAG00312,Oregon,Basic,180299.1,5000.0,0
KAG00313,Oregon,Basic,100000.0,5000.0,1
KAG00314,Washington,Basic,116223.6,5000.0,1
KAG00315,Oregon,Basic,100000.0,5000.0,0
KAG00316,Oregon,Extended,147140.6,5000.0,0
KAG00317,Oregon,Basic,384562.0,5000.0,0
KAG00318,Arizona,Basic,100000.0,5000.0,1
KAG00319,California,Basic,100000.0,5000.0,0
KAG00320,Arizona,Basic,100000.0,5000.0,0
KAG00321,Nevada,Extended,105842.2,5000.0,1
KAG00322,California,Extended,105842.2,5000.0,1
KAG00323,California,Basic,116223.6,5000.0,1
KAG00324,Arizona,Basic,156868.9,5000.0,0
KAG00325,Arizona,Basic,100000.0,5000.0,1
KAG00326,Oregon,Extended,100000.0,5000.0,0
KAG00327,Arizona,Basic,100000.0,5000.0,0
KAG00328,California,Basic,100000.0,5000.0,0
KAG00329,Oregon,Extended,100000.0,5000.0,0
KAG00330,Nevada,Premium,100000.0,5000.0,0
KAG00331,Oregon,Basic,115333.79999999999,5000.0,0
KAG00332,Arizona,Basic,560138.6,5000.0,0
KAG00333,Arizona,Basic,118861.29999999999,5000.0,0
KAG00334,Arizona,Extended,100000.0,5000.0,0
KAG00335,Arizona,Basic,100000.0,5000.0,0
KAG00336,Washington,Premium,254525.5,5000.0,0
KAG00337,California,Extended,104117.90000000001,5000.0,0
KAG00338,Arizona,Basic,100000.0,5000.0,0
KAG00339,California,Basic,100000.0,5000.0,0
KAG00340,California,Basic,172895.7,5000.0,0
KAG00341,California,Basic,100000.0,5000.0,0
KAG00342,Oregon,Basic,100000.0,5000.0,0
KAG00343,California,Premium,154541.3,5000.0,0
KAG00344,California,Basic,100000.0,5000.0,0
KAG00345,Washington,Basic,100000.0,5000.0,0
KAG00346,Washington,Basic,100000.0,5000.0,0
KAG00347,Oregon,Basic,171881.30000000002,5000.0,1
KAG00348,Arizona,Basic,100000.0,5000.0,0
KAG00349,Oregon,Basic,100000.0,5000.0,0
KAG00350,Nevada,Basic,100000.0,5000.0,0
KAG00351,Oregon,Extended,100000.0,5000.0,0
KAG00352,Oregon,Basic,110277.6,5000.0,0
KAG00353,California,Basic,100000.0,5000.0,0
KAG00354,California,Basic,100000.0,5000.0,0
KAG00355,Oregon,Basic,171881.30000000002,5000.0,1
KAG00356,Oregon,Extended,149286.0,5000.0,0
KAG00357,Oregon,Extended,105842.2,5000.0,1
KAG00358,Oregon,Basic,116223.6,5000.0,1
KAG00359,California,Basic,100000.0,5000.0,0
KAG00360,Oregon,Basic,191794.19999999998,5000.0,0
KAG00361,California,Basic,116223.6,5000.0,1
KAG00362,Nevada,Extended,100000.0,5000.0,0
KAG00363,California,Basic,467253.6,5000.0,1
KAG00364,Arizona,Basic,171881.30000000002,5000.0,1
KAG00365,California,Basic,171881.30000000002,5000.0,1
KAG00366,California,Premium,100000.0,5000.0,0
KAG00367,Washington,Basic,100000.0,5000.0,0
KAG00368,Arizona,Extended,100000.0,5000.0,0
KAG00369,California,Basic,531431.5,5000.0,0
KAG00370,Arizona,Basic,100000.0,5000.0,0
KAG00371,California,Basic,103101.0,5000.0,0
KAG00372,Arizona,Basic,100000.0,5000.0,0
KAG00373,Oregon,Premium,225442.7,5000.0,0
KAG00374,California,Basic,100000.0,5000.0,0
KAG00375,California,Extended,120462.0,5000.0,0
KAG00376,California,Basic,114308.09999999999,5000.0,0
KAG00377,Arizona,Extended,100000.0,5000.0,0
KAG00378,Washington,Extended,100000.0,5000.0,0
KAG00379,Nevada,Basic,100000.0,5000.0,0
KAG00380,Arizona,Extended,100000.0,5000.0,0
KAG00381,California,Basic,355570.89999999997,5000.0,0
KAG00382,Oregon,Extended,114159.59999999999,5000.0,0
KAG00383,Oregon,Premium,122792.6,5000.0,0
KAG00384,Arizona,Basic,467253.6,5000.0,1
KAG00385,California,Basic,100000.0,5000.0,0
KAG00386,Oregon,Extended,105842.2,5000.0,1
KAG00387,California,Basic,100000.0,5000.0,1
KAG00388,Oregon,Basic,467253.6,5000.0,1
KAG00389,California,Basic,169614.90000000002,5000.0,0
KAG00390,Oregon,Basic,111094.79999999999,5000.0,0
KAG00391,Oregon,Basic,100000.0,5000.0,1
KAG00392,Nevada,Basic,166721.0,5000.0,0
KAG00393,Arizona,Basic,100833.5,5000.0,0
KAG00394,California,Basic,520367.0,5000.0,0
KAG00395,California,Premium,100000.0,5000.0,0
KAG00396,Nevada,Premium,100000.0,5000.0,0
KAG00397,Oregon,Extended,100000.0,5000.0,0
KAG00398,Arizona,Basic,100000.0,5000.0,0
KAG00399,Oregon,Basic,167695.09999999998,5000.0,0
KAG00400,Arizona,Basic,349652.69999999995,5000.0,0
KAG00401,California,Basic,100000.0,5000.0,0
KAG00402,Arizona,Extended,255127.40000000002,5000.0,0
KAG00403,California,Extended,100000.0,5000.0,0
KAG00404,Arizona,Basic,102477.29999999999,5000.0,0
KAG00405,Arizona,Basic,467253.6,5000.0,1
KAG00406,Oregon,Basic,100000.0,5000.0,0
KAG00407,Arizona,Basic,177450.6,5000.0,0
KAG00408,Oregon,Basic,100000.0,5000.0,0
KAG00409,Arizona,Extended,142379.8,5000.0,0
KAG00410,Oregon,Basic,100000.0,5000.0,0
KAG00411,California,Basic,282555.7,5000.0,0
KAG00412,Oregon,Basic,100000.0,5000.0,0
KAG00413,Oregon,Extended,131931.9,5000.0,0
KAG00414,California,Basic,229581.0,5000.0,0
KAG00415,Oregon,Extended,100881.1,5000.0,0
KAG00416,California,Basic,100000.0,5000.0,0
KAG00417,Washington,Basic,100000.0,5000.0,0
KAG00418,Arizona,Basic,187537.59999999998,5000.0,0
KAG00419,California,Extended,100000.0,5000.0,0
KAG00420,Oregon,Basic,100000.0,5000.0,0
KAG00421,California,Extended,100000.0,5000.0,0
KAG00422,California,Basic,100000.0,5000.0,0
KAG00423,Washington,Basic,100000.0,5000.0,0
KAG00424,Oregon,Extended,100000.0,5000.0,0
KAG00425,Oregon,Basic,100000.0,5000.0,0
KAG00426,California,Extended,105842.2,5000.0,1
KAG00427,Arizona,Basic,116223.6,5000.0,1
KAG00428,Oregon,Basic,100000.0,5000.0,0
KAG00429,Oregon,Basic,232929.5,5000.0,0
KAG00430,Nevada,Extended,100000.0,5000.0,0
KAG00431,Oregon,Basic,109153.6,5000.0,0
KAG00432,California,Extended,100000.0,5000.0,0
KAG00433,Arizona,Basic,100000.0,5000.0,0
KAG00434,Oregon,Extended,100000.0,5000.0,0
KAG00435,Oregon,Basic,100000.0,5000.0,0
KAG00436,California,Basic,171881.30000000002,5000.0,1
KAG00437,California,Basic,119408.5,5000.0,0
KAG00438,California,Basic,100000.0,5000.0,0
KAG00439,California,Basic,100000.0,5000.0,0
KAG00440,California,Extended,200028.80000000002,5000.0,0
KAG00441,California,Extended,205669.1,5000.0,0
KAG00442,California,Basic,100000.0,5000.0,0
KAG00443,California,Basic,103811.1,5000.0,0
KAG00444,California,Basic,467253.6,5000.0,1
KAG00445,Arizona,Basic,100000.0,5000.0,0
KAG00446,Oregon,Extended,100000.0,5000.0,0
KAG00447,California,Basic,100000.0,5000.0,0
KAG00448,Washington,Basic,100000.0,5000.0,0
KAG00449,Oregon,Premium,207411.9,5000.0,0
KAG00450,California,Basic,108336.1,5000.0,0
KAG00451,Nevada,Basic,102098.09999999999,5000.0,0
KAG00452,Arizona,Basic,100000.0,5000.0,0
KAG00453,California,Basic,100000.0,5000.0,0
KAG00454,Oregon,Extended,128146.6,5000.0,0
KAG00455,California,Premium,168761.4,5000.0,0
KAG00456,Arizona,Extended,122792.6,5000.0,0
KAG00457,Oregon,Basic,100000.0,5000.0,0
KAG00458,California,Basic,100000.0,5000.0,0
KAG00459,Oregon,Basic,100000.0,5000.0,0
KAG00460,Arizona,Basic,110148.3,5000.0,0
KAG00461,Washington,Extended,420696.4,5000.0,0
KAG00462,California,Premium,112576.4,5000.0,0
KAG00463,Oregon,Premium,154763.9,5000.0,0
KAG00464,Oregon,Basic,137313.1,5000.0,0
KAG00465,Oregon,Basic,100000.0,5000.0,0
KAG00466,California,Premium,121460.0,5000.0,0
KAG00467,California,Premium,100000.0,5000.0,0
KAG00468,California,Basic,100000.0,5000.0,0
KAG00469,Arizona,Basic,100000.0,5000.0,1
KAG00470,Oregon,Extended,268601.69999999995,5000.0,0
KAG00471,Arizona,Basic,100000.0,5000.0,0
KAG00472,Nevada,Extended,115982.6,5000.0,0
KAG00473,Oregon,Basic,100000.0,5000.0,1
KAG00474,California,Basic,100000.0,5000.0,0
KAG00475,Washington,Extended,100000.0,5000.0,0
KAG00476,Oregon,Premium,100000.0,5000.0,0
KAG00477,Arizona,Basic,100000.0,5000.0,0
KAG00478,Nevada,Extended,100000.0,5000.0,1
KAG00479,California,Extended,100000.0,5000.0,0
KAG00480,Oregon,Basic,100907.2,5000.0,0
KAG00481,California,Extended,102489.7,5000.0,0
KAG00482,Oregon,Basic,100000.0,5000.0,0
KAG00483,California,Basic,100000.0,5000.0,0
KAG00484,Oregon,Basic,100000.0,5000.0,0
KAG00485,Nevada,Basic,100000.0,5000.0,0
KAG00486,Arizona,Basic,100000.0,5000.0,0
KAG00487,California,Extended,147096.7,5000.0,0
KAG00488,California,Basic,114165.8,5000.0,0
KAG00489,Nevada,Basic,100000.0,5000.0,0
KAG00490,Oregon,Basic,202926.1,5000.0,0
KAG00491,Washington,Basic,100000.0,5000.0,1
KAG00492,Arizona,Extended,142405.2,5000.0,0
KAG00493,Washington,Basic,100000.0,5000.0,1
KAG00494,Oregon,Basic,115852.09999999999,5000.0,0
KAG00495,California,Basic,104097.29999999999,5000.0,0
KAG00496,Nevada,Basic,100000.0,5000.0,0
KAG00497,California,Basic,100000.0,5000.0,0
KAG00498,California,Basic,100343.6,5000.0,0
KAG00499,California,Basic,100000.0,5000.0,0
KAG00500,Nevada,Basic,108982.09999999999,5000.0,0
KAG00501,Oregon,Basic,100000.0,5000.0,0
KAG00502,Oregon,Basic,100000.0,5000.0,1
KAG00503,Oregon,Basic,152468.8,5000.0,0
KAG00504,Oregon,Basic,100000.0,5000.0,0
KAG00505,Oregon,Basic,100000.0,5000.0,0
KAG00506,California,Premium,291493.4,5000.0,0
KAG00507,Oregon,Basic,100000.0,5000.0,1
KAG00508,Oregon,Basic,100000.0,5000.0,0
KAG00509,Nevada,Extended,100000.0,5000.0,1
KAG00510,Oregon,Premium,117691.0,5000.0,0
KAG00511,California,Basic,100000.0,5000.0,1
KAG00512,Oregon,Extended,100532.0,5000.0,0
KAG00513,Washington,Basic,100000.0,5000.0,0
KAG00514,Arizona,Basic,100000.0,5000.0,0
KAG00515,Washington,Extended,134179.9,5000.0,0
KAG00516,Arizona,Extended,100000.0,5000.0,1
KAG00517,California,Premium,174178.30000000002,5000.0,0
KAG00518,Oregon,Extended,205896.30000000002,5000.0,0
KAG00519,California,Basic,100000.0,5000.0,0
KAG00520,Oregon,Basic,100000.0,5000.0,1
KAG00521,Oregon,Basic,102122.29999999999,5000.0,0
KAG00522,Oregon,Basic,100000.0,5000.0,0
KAG00523,Arizona,Basic,100000.0,5000.0,0
KAG00524,Oregon,Basic,100000.0,5000.0,0
KAG00525,Oregon,Basic,133717.19999999998,5000.0,0
KAG00526,California,Basic,181332.0,5000.0,0
KAG00527,Washington,Basic,353665.10000000003,5000.0,1
KAG00528,California,Extended,100000.0,5000.0,0
KAG00529,Oregon,Basic,100000.0,5000.0,1
